time,open,high,low,close,Volume
2026-08-27T23:06:00+05:30,29642.25,29646.5,29638.5,29641,675
2026-08-27T23:09:00+05:30,29642.5,29643.5,29631.25,29638.75,1556
2026-08-27T23:12:00+05:30,29639,29648,29627,29628.75,1708
2026-08-27T23:15:00+05:30,29628.5,29632.25,29617.75,29619.5,1984
2026-08-27T23:18:00+05:30,29620.25,29620.75,29610.75,29614.75,1645
2026-08-27T23:21:00+05:30,29614.25,29621,29610,29618,1461
2026-08-27T23:24:00+05:30,29618.5,29629.25,29616.5,29623.75,1701
2026-08-27T23:27:00+05:30,29624,29624.5,29607,29611.5,1603
2026-08-27T23:30:00+05:30,29612,29622,29579,29589.75,3694
2026-08-27T23:33:00+05:30,29589.25,29591,29573.25,29585.75,2381
2026-08-27T23:36:00+05:30,29586,29591.75,29578,29583.75,1443
2026-08-27T23:39:00+05:30,29583.25,29585.75,29571.25,29584,2004
2026-08-27T23:42:00+05:30,29583.25,29584.5,29561.75,29577,2632
2026-08-27T23:45:00+05:30,29576.5,29584.5,29564.75,29573.75,2028
2026-08-27T23:48:00+05:30,29574.25,29589.75,29572.5,29579.25,1732
2026-08-27T23:51:00+05:30,29579,29582.5,29564.5,29565.5,1875
2026-08-27T23:54:00+05:30,29566.5,29569,29553,29554.75,2421
2026-08-27T23:57:00+05:30,29554.5,29554.5,29526.5,29538.25,3610
2026-08-28T00:00:00+05:30,29538.25,29571.5,29537,29566.25,3419
2026-08-28T00:03:00+05:30,29566,29568.25,29543,29551,2296
2026-08-28T00:06:00+05:30,29550.75,29572,29547.75,29569.5,2127
2026-08-28T00:09:00+05:30,29569.5,29581.25,29566.25,29568.5,2048
2026-08-28T00:12:00+05:30,29569.25,29576.25,29567,29572.5,1141
2026-08-28T00:15:00+05:30,29572.5,29578.5,29565.5,29578.5,1450
2026-08-28T00:18:00+05:30,29578.75,29582.25,29546.75,29556.75,2706
2026-08-28T00:21:00+05:30,29557.75,29566.25,29553.5,29557.75,1209
2026-08-28T00:24:00+05:30,29557.5,29561.5,29544.75,29555.5,1523
2026-08-28T00:27:00+05:30,29556,29577.5,29554.75,29571.25,1794
2026-08-28T00:30:00+05:30,29571.5,29582,29567,29569.5,1655
2026-08-28T00:33:00+05:30,29569.25,29604,29569.25,29581.5,2891
2026-08-28T00:36:00+05:30,29581.75,29594.75,29572.25,29585.25,2223
2026-08-28T00:39:00+05:30,29585.75,29597.5,29585.5,29595.75,1367
2026-08-28T00:42:00+05:30,29595.75,29606.75,29592.5,29592.5,1849
2026-08-28T00:45:00+05:30,29592.75,29610.25,29592.75,29599.25,1714
2026-08-28T00:48:00+05:30,29599,29608,29593,29605.75,1437
2026-08-28T00:51:00+05:30,29606,29612.25,29603.5,29608,1519
2026-08-28T00:54:00+05:30,29608.25,29613,29595,29608.75,1748
2026-08-28T00:57:00+05:30,29608.25,29613,29595,29602.25,1457
2026-08-28T01:00:00+05:30,29602.75,29618.75,29595,29616.5,2120
2026-08-28T01:03:00+05:30,29617,29629.75,29614,29626.25,2099
2026-08-28T01:06:00+05:30,29625.75,29630.75,29621.25,29627.5,1316
2026-08-28T01:09:00+05:30,29627.5,29631.75,29623,29628.25,1468
2026-08-28T01:12:00+05:30,29628.5,29633.5,29622.25,29633.25,1529
2026-08-28T01:15:00+05:30,29632.75,29646,29629.5,29640.25,2345
2026-08-28T01:18:00+05:30,29639.75,29650,29629,29638.5,3017
2026-08-28T01:21:00+05:30,29639.25,29669,29636.75,29666.25,4268
2026-08-28T01:24:00+05:30,29666.75,29686.25,29662,29685,5497
2026-08-28T01:27:00+05:30,29684.75,29704.5,29684.75,29691.75,15946
2026-08-28T01:30:00+05:30,29691.75,29708,29675.5,29678.25,5698
2026-08-28T01:33:00+05:30,29678.25,29691.25,29655.5,29677,2738
2026-08-28T01:36:00+05:30,29676,29678.25,29657,29661.5,1430
2026-08-28T01:39:00+05:30,29661.25,29668,29653,29653,871
2026-08-28T01:42:00+05:30,29653,29660.25,29647.25,29648,725
2026-08-28T01:45:00+05:30,29648.25,29656.5,29646.75,29649.75,533
2026-08-28T01:48:00+05:30,29650.5,29654.75,29645,29646,334
2026-08-28T01:51:00+05:30,29647,29651,29644.75,29646.25,305
2026-08-28T01:54:00+05:30,29646.75,29647.25,29634.5,29639.25,520
2026-08-28T01:57:00+05:30,29638.25,29642.25,29634.25,29638.5,250
2026-08-28T02:00:00+05:30,29639.25,29644.75,29638.75,29642,207
2026-08-28T02:03:00+05:30,29642,29643,29637,29637.75,253
2026-08-28T02:06:00+05:30,29637,29638.75,29634.75,29638.75,236
2026-08-28T02:09:00+05:30,29638.5,29642.25,29635.75,29638,302
